26.01.2022	Weißöl/LuftZeit	TIT-01b	TIT-02a	TIT-02b	TIT-03a	TIT-03b	TIT-04a	TIT-04b	TIT-05	TIT-06	TIT-07	TIT-08	TIT-11	TIT-13	TIT-14	TIT-15	TIT-16	TITC-1	TITC-2	PIT-01	PIT-02	PIT-03a	leer	PIT-04a E+H abs	PIT-04b	PIT-04c	PIT-05	PIT-06	PIT-07	PIT-08	PIT-09	PIT-10	PIT-11	PIT-13	PIT-14	PDI-04 [Pa] 	leer	PDI-01 [Pa]	PIT-03b [Pa]	FIT-001[m³/h]	FIT-002 [m³/h]	FIT-003 [m³/h]	FIT-004 [m³/h]	FIT-005 [m³/h]	LIT-001	LIT-002	LIT-004	TMMP-1	TMMP-2	PMMP-1	PMMP-2	M(MPP)	n(MPP)	LIT(MPP)	M_dot (FIT002) [kg/s]	M_dot (FIT005) [kg/s]	eta_th	eta_vol	alpha	Vestrichene Zeit08:53:12,391	20,120	23,520	23,370	-24,957	22,914	-0,001	24,505	23,504	22,440	23,244	23,272	-24,927	23,341	23,582	23,360	23,500	15,268	15,585	0,927	-0,053	1,096	-5,016	-3,991	-0,013	-4,992	7,015	1,151	1,265	1,165	1,296	1,145	1,110	1,143	1,152	-15001,238	-2499,464	-143,272	6,944	0,995	0,000	0,000	0,023	0,037	8,782	42,768	23,529	24,901	23,971	7,063	7,052	68,896	-41,395	-25,009	-0,013	0,009	NaN	0,000	NaN	0,000
08:53:12,907	20,124	23,494	23,303	-24,955	22,946	-0,001	24,541	23,469	22,410	23,247	23,304	-24,926	23,389	23,627	23,349	23,463	15,285	15,652	1,000	-0,047	1,104	-5,015	-3,992	-0,053	-4,992	7,037	1,153	1,268	1,163	1,270	1,095	1,116	1,151	1,165	-15003,426	-2499,330	-138,401	6,936	0,962	0,000	0,000	0,024	0,020	8,742	42,754	23,557	24,780	23,728	7,071	7,052	68,896	-40,516	-24,991	-0,012	0,005	NaN	0,000	NaN	0,516
08:53:13,407	20,121	23,500	23,320	-24,953	22,941	-0,001	24,538	23,497	22,379	23,233	23,332	-24,930	23,379	23,565	23,383	23,498	15,272	15,621	0,997	-0,051	1,091	-5,017	-3,992	-0,012	-4,996	7,032	1,154	1,267	1,162	1,245	1,096	1,110	1,153	1,164	-15001,595	-2499,509	-136,464	6,940	0,941	0,000	0,000	0,023	0,123	8,763	42,764	23,517	24,893	24,170	7,069	7,049	68,947	-41,511	-25,009	-0,015	0,029	NaN	0,000	NaN	1,031
08:53:13,907	20,120	23,490	23,344	-24,952	22,915	-0,001	24,755	23,476	22,396	23,234	23,304	-24,840	23,348	23,595	23,357	23,467	15,220	15,645	0,999	-0,071	1,098	-5,016	-3,992	-0,012	-4,992	7,039	1,162	1,225	1,164	1,295	1,142	1,110	1,154	1,128	-15000,979	-2499,229	-143,892	6,940	0,976	0,000	0,000	0,024	0,021	8,716	42,852	23,561	24,851	23,750	7,057	7,049	68,937	-40,498	-25,007	-0,014	0,005	NaN	0,000	NaN	1,531
08:53:14,375	20,146	23,508	23,349	-24,942	22,927	-0,001	24,532	23,524	22,396	23,266	23,358	-24,926	23,369	23,579	23,362	23,490	15,284	15,598	0,999	-0,045	1,085	-5,017	-3,988	-0,009	-4,992	7,040	1,155	1,268	1,152	1,234	1,153	1,107	1,153	1,164	-15000,558	-2499,565	-142,113	6,936	0,973	0,000	0,000	0,024	0,025	8,740	42,722	23,541	24,881	23,707	7,054	7,049	68,930	-40,565	-25,010	-0,012	0,006	NaN	0,000	NaN	2,031
08:53:14,891	20,134	23,525	23,295	-24,958	22,940	-0,001	24,505	23,495	22,394	23,264	23,333	-24,925	23,338	23,571	23,398	23,502	15,313	15,645	0,970	-0,046	1,097	-5,014	-3,990	-0,016	-4,993	7,041	1,136	1,272	1,163	1,295	1,146	1,111	1,144	1,149	-15002,843	-2499,440	-143,248	6,936	0,943	0,000	0,000	0,024	0,025	8,737	42,758	23,514	24,899	23,730	7,060	7,055	68,883	-40,433	-25,012	-0,013	0,006	NaN	0,000	NaN	2,500
08:53:15,391	20,124	23,567	23,317	-24,999	22,909	-0,001	24,518	23,491	22,411	23,210	23,353	-24,923	23,406	23,585	23,341	23,466	15,263	15,606	0,998	-0,046	1,093	-5,016	-3,993	-0,200	-4,993	7,042	1,153	1,268	1,129	1,259	1,141	1,110	1,152	1,164	-15000,241	-2499,898	-145,076	6,936	0,968	0,000	0,000	0,021	0,022	8,730	42,751	23,536	24,812	23,743	7,062	7,052	68,936	-40,438	-25,006	-0,011	0,005	NaN	0,000	NaN	3,016
08:53:15,907	20,150	23,555	23,374	-24,950	22,917	-0,001	24,550	23,520	22,402	23,261	23,342	-24,931	23,365	23,591	23,338	23,490	15,285	15,606	1,005	-0,045	1,091	-5,017	-3,994	-0,023	-4,993	7,040	1,139	1,275	1,162	1,290	1,144	1,111	1,133	1,152	-15002,559	-2499,427	-143,515	6,936	0,943	0,000	0,000	0,023	0,026	8,738	42,739	23,535	24,892	23,740	7,059	7,052	68,945	-40,522	-25,009	-0,013	0,006	NaN	0,000	NaN	3,516
08:53:16,391	20,124	23,565	23,339	-24,957	22,939	-0,001	24,534	23,518	22,397	23,227	23,352	-24,920	23,412	23,589	23,381	23,492	15,270	15,565	0,999	-0,047	1,093	-5,016	-3,993	-0,014	-4,993	7,042	1,153	1,263	1,165	1,279	1,111	1,112	1,151	1,163	-15002,867	-2499,488	-143,941	6,935	1,039	0,000	0,000	0,024	0,023	8,733	42,752	23,532	24,921	23,772	7,014	7,054	68,952	-40,535	-25,009	-0,015	0,005	NaN	0,000	NaN	4,031
08:53:16,907	20,101	23,537	23,320	-24,959	22,979	-0,001	24,538	23,528	22,411	23,264	23,315	-24,930	23,388	23,644	23,413	23,468	15,275	15,592	1,002	-0,052	1,093	-5,015	-3,992	-0,013	-4,992	7,041	1,157	1,260	1,164	1,292	1,146	1,111	1,139	1,163	-15000,833	-2499,610	-143,143	6,891	0,982	0,000	0,000	0,025	0,024	8,725	42,783	23,526	24,835	23,785	7,062	7,053	68,919	-40,554	-25,009	-0,014	0,006	NaN	0,000	NaN	4,516
08:53:17,375	20,140	23,522	23,372	-24,964	22,906	-0,001	24,486	23,485	22,415	23,262	23,336	-24,927	23,361	23,592	23,542	23,468	15,289	15,617	0,983	-0,047	1,086	-5,018	-3,992	-0,015	-4,991	7,042	1,149	1,267	1,163	1,293	1,145	1,110	1,135	1,171	-15000,330	-2499,667	-143,771	6,936	0,980	0,000	0,000	0,024	0,025	8,737	42,748	23,510	24,879	23,770	7,059	7,052	68,920	-40,473	-25,010	-0,014	0,006	NaN	0,000	NaN	5,031
