26.01.2022	Weißöl/LuftZeit	TIT-01b	TIT-02a	TIT-02b	TIT-03a	TIT-03b	TIT-04a	TIT-04b	TIT-05	TIT-06	TIT-07	TIT-08	TIT-11	TIT-13	TIT-14	TIT-15	TIT-16	TITC-1	TITC-2	PIT-01	PIT-02	PIT-03a	leer	PIT-04a E+H abs	PIT-04b	PIT-04c	PIT-05	PIT-06	PIT-07	PIT-08	PIT-09	PIT-10	PIT-11	PIT-13	PIT-14	PDI-04 [Pa] 	leer	PDI-01 [Pa]	PIT-03b [Pa]	FIT-001[m³/h]	FIT-002 [m³/h]	FIT-003 [m³/h]	FIT-004 [m³/h]	FIT-005 [m³/h]	LIT-001	LIT-002	LIT-004	TMMP-1	TMMP-2	PMMP-1	PMMP-2	M(MPP)	n(MPP)	LIT(MPP)	M_dot (FIT002) [kg/s]	M_dot (FIT005) [kg/s]	eta_th	eta_vol	alpha	Vestrichene Zeit10:55:57,532	20,358	23,888	23,696	-24,965	23,866	-0,001	25,220	23,870	22,799	23,239	23,095	-24,909	23,038	23,849	23,240	23,209	15,154	16,379	1,005	-0,054	1,032	-5,018	-3,992	-0,053	-4,993	8,686	1,797	1,484	1,103	1,268	1,072	1,060	1,102	1,103	-15003,410	-2499,699	-60,361	1,040	0,784	2,678	5,996	0,780	2,613	12,407	42,168	26,868	23,719	25,587	0,982	8,949	106,956	1000,123	-25,014	0,632	0,617	NaN	0,489	0,689	0,000
10:55:58,063	20,420	23,912	23,684	-24,926	23,834	-0,001	25,092	23,911	22,822	23,290	23,075	-24,918	23,018	23,821	23,237	23,207	15,176	16,438	1,013	-0,045	1,042	-5,018	-3,994	0,012	-4,993	8,685	1,794	1,469	1,093	1,284	1,093	1,050	1,080	1,101	-15006,312	-2498,373	-77,786	1,006	0,963	2,728	6,054	0,774	2,629	12,391	42,171	26,928	23,759	25,771	0,958	8,959	106,279	998,601	-25,018	0,644	0,621	NaN	0,487	0,692	0,500
10:55:58,703	20,374	23,890	23,696	-24,993	23,822	-0,001	25,037	23,887	22,768	23,271	23,074	-24,950	23,014	23,874	23,234	23,230	15,120	16,359	1,022	-0,063	1,036	-5,019	-3,994	-0,114	-4,992	8,688	1,799	1,493	1,090	1,296	1,088	1,048	1,080	1,103	-15001,797	-2499,594	-72,323	1,042	0,963	2,704	6,072	0,778	2,625	12,411	42,139	26,860	23,714	25,458	1,041	8,961	106,458	1004,882	-25,016	0,639	0,620	NaN	0,488	0,691	1,125
10:55:59,203	20,420	23,925	23,719	-24,978	23,874	-0,001	25,099	23,882	22,798	23,257	23,116	-24,902	22,999	23,809	23,233	23,170	15,190	16,396	1,012	-0,043	1,038	-5,015	-3,989	0,006	-4,993	8,691	1,795	1,488	1,092	1,288	1,089	1,048	1,090	1,108	-15001,789	-2499,350	-56,191	1,038	1,096	2,701	6,032	0,795	2,619	12,412	42,226	26,929	23,744	25,600	0,976	8,997	106,390	1000,393	-25,018	0,638	0,618	NaN	0,490	0,689	1,656
10:55:59,782	20,401	23,909	23,714	-24,937	23,860	-0,001	25,125	23,947	22,811	23,264	23,079	-24,926	23,033	23,820	23,261	23,177	15,136	16,357	1,000	-0,052	1,031	-5,016	-3,990	0,142	-4,993	8,697	1,802	1,507	1,087	1,279	1,095	1,044	1,083	1,111	-15003,054	-2499,610	-73,823	0,997	0,969	2,738	6,061	0,788	2,622	12,434	42,175	26,908	23,762	25,640	0,989	9,051	107,046	1004,128	-25,013	0,647	0,619	NaN	0,493	0,687	2,156
10:56:00,282	20,393	23,935	23,720	-24,977	23,871	-0,001	25,191	23,922	22,797	23,282	23,069	-24,901	23,028	23,868	23,200	23,155	15,142	16,397	1,021	-0,047	1,044	-5,018	-3,988	0,066	-4,996	8,685	1,801	1,500	1,099	1,290	1,093	1,053	1,111	1,091	-14999,536	-2499,865	-81,117	1,022	0,967	2,727	5,991	0,770	2,619	12,422	42,175	26,876	23,696	25,669	0,966	9,010	107,294	992,781	-25,013	0,644	0,618	NaN	0,487	0,692	2,734
10:56:00,797	20,371	23,881	23,734	-24,982	23,801	-0,001	25,125	23,875	22,841	23,272	23,084	-24,922	23,001	23,844	23,199	23,199	15,142	16,399	1,008	-0,041	1,040	-5,017	-3,996	0,022	-4,994	8,683	1,795	1,503	1,103	1,275	1,109	1,054	1,086	1,104	-15001,359	-2499,744	-58,549	1,037	0,915	2,696	6,068	0,776	2,633	12,425	42,168	26,867	23,709	25,645	0,878	9,004	106,222	1004,615	-25,007	0,636	0,622	NaN	0,487	0,693	3,234
10:56:01,282	20,363	23,871	23,831	-24,947	23,875	-0,001	25,193	23,949	22,801	23,211	23,063	-24,948	23,030	23,827	23,226	23,218	15,150	16,369	0,994	-0,047	1,043	-5,017	-3,991	0,035	-4,991	8,685	1,788	1,499	1,096	1,284	1,087	1,064	1,105	1,107	-15000,362	-2499,233	-62,245	1,031	0,953	2,659	6,017	0,786	2,627	12,364	42,167	26,906	23,698	25,664	1,043	8,959	105,999	1000,099	-25,012	0,628	0,620	NaN	0,486	0,696	3,750
10:56:01,797	20,373	23,905	23,756	-24,994	23,899	-0,001	25,211	23,885	22,851	23,313	23,046	-24,937	23,031	23,895	23,238	23,164	15,170	16,396	1,014	-0,044	1,036	-5,016	-3,992	0,008	-4,992	8,696	1,796	1,501	1,094	1,281	1,098	1,050	1,079	1,110	-15000,258	-2499,801	-65,673	1,027	1,002	2,661	6,100	0,780	2,619	12,450	42,192	26,896	23,760	25,754	0,978	8,949	106,301	1004,063	-25,009	0,628	0,618	NaN	0,488	0,695	4,234
10:56:02,297	20,365	23,876	23,781	-24,975	23,904	-0,001	25,204	23,905	22,784	23,263	23,038	-24,899	23,047	23,845	23,213	23,187	15,172	16,383	1,016	-0,049	1,035	-5,016	-3,992	0,023	-4,994	8,702	1,794	1,489	1,094	1,286	1,081	1,054	1,092	1,107	-15002,754	-2499,217	-62,504	0,990	0,942	2,662	6,060	0,790	2,624	12,390	42,162	26,876	23,749	25,712	0,991	8,988	106,960	1000,670	-25,009	0,629	0,620	NaN	0,487	0,694	4,750
10:56:02,797	20,376	23,899	23,764	-24,917	23,854	-0,001	25,212	23,897	22,772	23,283	23,094	-24,981	22,970	23,878	23,254	23,209	15,171	16,405	1,021	-0,043	1,039	-5,016	-3,994	0,046	-4,991	8,674	1,792	1,498	1,094	1,282	1,099	1,050	1,093	1,109	-15000,233	-2498,604	-69,158	1,020	0,870	2,675	6,064	0,779	2,618	12,363	42,173	26,905	23,769	25,586	0,997	9,017	106,849	1004,184	-25,010	0,632	0,618	NaN	0,491	0,692	5,234
