26.01.2022	Weißöl/LuftZeit	TIT-01b	TIT-02a	TIT-02b	TIT-03a	TIT-03b	TIT-04a	TIT-04b	TIT-05	TIT-06	TIT-07	TIT-08	TIT-11	TIT-13	TIT-14	TIT-15	TIT-16	TITC-1	TITC-2	PIT-01	PIT-02	PIT-03a	leer	PIT-04a E+H abs	PIT-04b	PIT-04c	PIT-05	PIT-06	PIT-07	PIT-08	PIT-09	PIT-10	PIT-11	PIT-13	PIT-14	PDI-04 [Pa] 	leer	PDI-01 [Pa]	PIT-03b [Pa]	FIT-001[m³/h]	FIT-002 [m³/h]	FIT-003 [m³/h]	FIT-004 [m³/h]	FIT-005 [m³/h]	LIT-001	LIT-002	LIT-004	TMMP-1	TMMP-2	PMMP-1	PMMP-2	M(MPP)	n(MPP)	LIT(MPP)	M_dot (FIT002) [kg/s]	M_dot (FIT005) [kg/s]	eta_th	eta_vol	alpha	Vestrichene Zeit10:00:49,328	20,258	23,740	23,631	-24,942	23,481	-0,001	24,912	23,799	22,587	23,088	22,971	-24,893	23,075	23,832	23,056	23,104	15,226	17,090	1,015	-0,050	1,051	-5,014	-3,993	-0,200	-4,994	8,507	1,397	1,685	1,122	1,312	1,115	1,074	1,108	1,129	-15003,256	-2500,044	-76,214	1,059	0,943	7,213	4,912	0,520	7,020	16,362	41,244	25,534	23,585	23,911	0,992	8,814	109,623	999,959	-25,008	1,703	1,658	NaN	0,669	0,406	0,000
10:00:54,969	20,263	23,688	23,554	-24,978	23,551	-0,001	24,890	23,771	22,667	23,112	22,978	-24,942	23,129	23,851	23,099	23,067	15,187	17,098	1,006	-0,057	1,064	-5,016	-3,991	0,034	-4,993	8,501	1,404	1,688	1,114	1,304	1,115	1,092	1,118	1,130	-15001,060	-2499,573	-60,215	1,060	0,935	7,234	4,901	0,515	6,990	16,333	41,249	25,514	23,492	23,895	1,005	8,943	110,319	1004,809	-25,007	1,708	1,650	NaN	0,676	0,405	5,656
10:00:55,453	20,241	23,708	23,504	-24,944	23,690	-0,001	24,968	23,797	22,700	23,086	23,001	-24,892	23,049	23,842	23,148	23,103	15,191	17,154	0,999	-0,051	1,063	-5,017	-3,988	-0,011	-4,992	8,507	1,391	1,673	1,109	1,293	1,117	1,071	1,103	1,145	-15001,959	-2500,101	-66,727	1,043	0,873	7,250	4,927	0,512	7,000	16,331	41,232	25,525	23,712	23,940	0,958	8,983	110,298	996,868	-25,010	1,712	1,653	NaN	0,676	0,407	6,172
10:00:55,953	20,291	23,720	23,525	-24,930	23,423	-0,001	24,868	23,783	22,695	23,066	22,934	-24,944	23,031	23,811	23,118	23,106	15,161	17,081	1,003	-0,061	1,060	-5,020	-3,989	-0,017	-4,992	8,501	1,392	1,665	1,108	1,296	1,134	1,078	1,092	1,124	-15000,711	-2499,403	-66,938	1,026	0,952	7,223	4,951	0,507	6,993	16,344	41,246	25,564	23,615	23,900	1,027	8,984	110,127	995,764	-25,008	1,705	1,651	NaN	0,673	0,406	6,672
10:00:56,453	20,335	23,728	23,501	-24,948	23,571	-0,001	24,913	23,804	22,667	23,092	22,969	-24,923	23,078	23,815	23,152	23,090	15,207	17,083	1,006	-0,044	1,060	-5,016	-3,990	-0,044	-4,993	8,507	1,405	1,668	1,119	1,296	1,117	1,072	1,112	1,141	-15001,044	-2499,760	-61,212	1,044	1,005	7,172	4,912	0,517	6,995	16,330	41,264	25,562	23,542	23,974	0,999	8,919	110,382	996,513	-25,008	1,693	1,652	NaN	0,663	0,407	7,188
10:00:56,969	20,272	23,658	23,513	-24,952	23,337	-0,001	24,945	23,784	22,673	23,057	22,966	-24,946	23,073	23,826	23,075	23,116	15,200	17,134	1,007	-0,037	1,070	-5,016	-3,995	-0,009	-4,993	8,511	1,384	1,660	1,116	1,292	1,126	1,087	1,116	1,109	-15000,695	-2499,529	-71,452	1,055	0,995	7,133	4,903	0,524	6,996	16,300	41,302	25,431	23,635	24,001	1,034	9,011	110,496	1006,006	-25,009	1,684	1,652	NaN	0,671	0,407	7,688
10:00:57,453	20,270	23,713	23,550	-24,947	23,472	-0,001	24,890	23,814	22,705	23,065	22,966	-24,937	23,094	23,866	23,112	23,122	15,147	17,079	0,990	-0,040	1,056	-5,017	-3,993	0,070	-4,990	8,498	1,399	1,659	1,129	1,301	1,135	1,071	1,113	1,124	-15001,806	-2499,796	-72,335	1,014	0,861	7,143	4,897	0,517	7,001	16,302	41,276	25,579	23,413	23,869	1,021	9,043	109,782	997,151	-25,008	1,687	1,653	NaN	0,670	0,404	8,188
10:00:57,953	20,257	23,730	23,508	-24,952	23,396	-0,001	24,859	23,783	22,718	23,083	22,994	-24,893	23,071	23,840	23,128	23,103	15,200	17,081	1,000	-0,047	1,052	-5,018	-3,988	-0,041	-4,993	8,512	1,401	1,674	1,122	1,292	1,135	1,075	1,119	1,115	-15002,948	-2500,315	-56,746	1,036	0,962	7,187	4,880	0,511	7,017	16,300	41,192	25,545	23,565	23,908	1,032	9,010	110,839	1002,786	-25,010	1,697	1,657	NaN	0,671	0,404	8,672
10:00:58,453	20,262	23,708	23,595	-24,955	23,567	-0,001	24,920	23,825	22,691	23,047	22,972	-24,919	23,067	23,837	23,096	23,081	15,217	17,085	1,000	-0,051	1,059	-5,017	-3,990	0,016	-4,993	8,507	1,399	1,679	1,121	1,305	1,135	1,059	1,129	1,145	-15004,423	-2499,671	-59,084	1,025	1,036	7,167	4,854	0,514	7,012	16,342	41,305	25,543	23,739	23,779	1,011	9,108	110,242	997,033	-25,009	1,692	1,656	NaN	0,669	0,406	9,172
10:00:58,953	20,296	23,736	23,516	-24,979	23,437	-0,001	24,883	23,845	22,709	23,071	23,031	-24,924	23,055	23,835	23,121	23,092	15,194	17,068	0,998	-0,031	1,057	-5,016	-3,991	-0,025	-4,990	8,517	1,402	1,669	1,116	1,308	1,113	1,072	1,117	1,136	-15001,027	-2499,152	-75,715	1,034	0,963	7,129	4,882	0,519	6,984	16,346	41,268	25,571	23,692	23,824	0,957	9,012	111,093	998,016	-25,011	1,683	1,649	NaN	0,669	0,408	9,656
10:00:59,453	20,252	23,678	23,583	-24,949	23,452	-0,001	24,937	23,840	22,751	23,084	23,004	-24,934	23,116	23,845	23,090	23,127	15,205	17,118	1,020	-0,045	1,052	-5,019	-3,993	-0,037	-4,995	8,507	1,409	1,676	1,113	1,300	1,120	1,074	1,106	1,135	-14998,580	-2500,360	-74,341	1,023	1,024	7,134	4,913	0,533	7,000	16,271	41,228	25,587	23,365	23,926	0,996	8,980	109,103	999,687	-25,010	1,684	1,653	NaN	0,668	0,407	10,188
10:00:59,969	20,303	23,759	23,586	-24,933	23,504	-0,001	24,858	23,872	22,660	23,081	23,010	-24,884	23,063	23,899	23,095	23,058	15,216	17,116	1,003	-0,050	1,060	-5,017	-3,991	0,000	-4,992	8,512	1,404	1,682	1,106	1,298	1,116	1,080	1,109	1,136	-15001,416	-2499,553	-75,367	1,049	0,834	7,148	4,907	0,507	7,004	16,322	41,294	25,630	23,628	23,969	0,994	9,022	110,417	1000,245	-25,011	1,688	1,654	NaN	0,668	0,405	10,688
10:01:00,422	20,251	23,711	23,563	-24,953	23,518	-0,001	24,926	23,865	22,648	23,087	22,939	-24,890	23,073	23,848	23,077	23,178	15,208	17,108	1,008	-0,035	1,064	-5,016	-3,992	-0,066	-4,993	8,521	1,405	1,674	1,113	1,299	1,122	1,072	1,122	1,114	-15003,224	-2499,829	-55,251	1,040	0,980	7,180	4,882	0,509	6,999	16,321	41,226	25,636	23,692	23,923	1,004	8,996	109,535	1003,044	-25,003	1,695	1,653	NaN	0,670	0,405	11,188
10:01:00,875	20,292	23,736	23,551	-24,930	23,464	-0,001	24,901	23,849	22,685	23,114	23,000	-24,931	23,099	23,863	23,052	23,111	15,197	17,114	1,007	-0,061	1,056	-5,015	-3,992	-0,053	-4,990	8,494	1,406	1,680	1,116	1,305	1,113	1,063	1,108	1,141	-15002,138	-2498,325	-52,300	1,053	1,124	7,204	4,910	0,526	7,000	16,368	41,264	25,590	23,562	23,929	0,961	8,917	109,122	1003,327	-25,015	1,701	1,653	NaN	0,669	0,406	11,656
10:01:01,361	20,278	23,707	23,603	-24,965	23,465	-0,001	24,930	23,853	22,706	23,150	22,960	-24,925	23,076	23,854	23,079	23,123	15,198	17,075	1,004	-0,066	1,059	-5,017	-3,991	-0,015	-4,993	8,524	1,401	1,667	1,113	1,299	1,119	1,081	1,106	1,131	-15001,603	-2499,002	-61,005	1,107	0,939	7,192	4,916	0,544	6,981	16,373	41,268	25,597	23,635	23,869	1,000	9,036	110,132	1003,694	-25,011	1,698	1,648	NaN	0,675	0,407	12,094
10:01:01,861	20,277	23,690	23,597	-24,938	23,396	-0,001	24,933	23,820	22,678	23,110	23,002	-24,918	23,082	23,833	23,056	23,113	15,223	17,057	1,010	-0,046	1,060	-5,018	-3,992	0,007	-4,995	8,512	1,393	1,679	1,110	1,290	1,139	1,077	1,096	1,120	-15002,826	-2499,541	-59,623	1,038	0,937	7,190	4,938	0,537	6,984	16,366	41,308	25,560	23,564	23,947	0,992	8,974	110,110	994,007	-25,010	1,698	1,649	NaN	0,667	0,406	12,578
10:01:02,344	20,321	23,739	23,590	-24,980	23,429	-0,001	24,999	23,792	22,707	23,168	22,973	-24,900	23,045	23,833	23,075	23,124	15,203	17,119	1,012	-0,036	1,068	-5,016	-3,992	-0,043	-4,993	8,518	1,400	1,670	1,121	1,295	1,134	1,068	1,106	1,125	-15003,840	-2500,595	-71,950	1,047	1,136	7,188	4,916	0,527	6,984	16,264	41,280	25,599	23,499	23,899	1,035	9,006	109,836	1003,333	-25,016	1,697	1,649	NaN	0,677	0,404	13,078
10:01:02,844	20,275	23,718	23,609	-24,967	23,496	-0,001	24,937	23,792	22,666	23,167	22,987	-24,865	23,084	23,829	23,024	23,081	15,209	17,086	0,992	-0,047	1,063	-5,016	-3,994	-0,039	-4,993	8,505	1,394	1,673	1,117	1,303	1,117	1,079	1,109	1,152	-15001,562	-2500,015	-63,347	1,047	0,900	7,258	4,912	0,535	6,986	16,328	41,339	25,512	23,574	23,890	0,968	9,015	109,939	996,793	-25,011	1,714	1,649	NaN	0,672	0,404	13,563
10:01:03,344	20,274	23,738	23,666	-24,970	23,462	-0,001	24,772	23,858	22,691	23,130	22,944	-24,916	23,079	23,841	23,074	23,114	15,208	17,084	1,012	-0,054	1,054	-5,017	-3,991	-0,037	-4,994	8,502	1,390	1,686	1,123	1,292	1,122	1,091	1,110	1,130	-15001,749	-2499,991	-62,581	1,026	0,972	7,254	4,915	0,526	7,011	16,361	41,270	25,601	23,565	23,742	0,993	8,998	110,352	1006,087	-25,008	1,713	1,655	NaN	0,670	0,402	14,063
10:01:03,891	20,262	23,781	23,593	-24,918	23,483	-0,001	24,918	23,854	22,708	23,161	22,943	-24,932	23,046	23,858	23,062	23,111	15,214	17,079	1,003	-0,048	1,055	-5,015	-3,989	-0,098	-4,989	8,498	1,390	1,679	1,111	1,320	1,107	1,092	1,136	1,114	-15001,440	-2499,261	-68,700	1,059	0,955	7,188	4,841	0,536	6,989	16,323	41,224	25,557	23,740	23,983	0,986	9,039	110,685	1002,037	-25,011	1,697	1,650	NaN	0,667	0,403	14,578
10:01:04,391	20,289	23,681	23,537	-24,933	23,457	-0,001	25,063	23,796	22,690	23,136	22,972	-25,022	23,067	23,862	23,011	23,128	15,217	17,116	1,003	-0,047	1,064	-5,017	-3,994	-0,006	-4,994	8,508	1,406	1,676	1,109	1,306	1,110	1,077	1,121	1,134	-15000,897	-2498,969	-60,462	1,059	0,935	7,196	4,864	0,533	6,995	16,402	41,225	25,537	23,540	23,916	0,994	8,836	110,340	1004,443	-25,008	1,699	1,652	NaN	0,668	0,405	15,110
10:01:04,907	20,261	23,738	23,598	-24,951	23,436	-0,001	24,898	23,804	22,677	23,196	22,953	-24,995	23,085	23,786	23,092	23,086	15,197	17,064	1,005	-0,041	1,068	-5,016	-3,991	-0,113	-4,993	8,502	1,401	1,670	1,121	1,297	1,116	1,073	1,104	1,122	-15000,857	-2498,491	-68,303	1,037	0,938	7,181	4,888	0,537	6,995	16,354	41,288	25,510	23,603	23,868	0,991	9,015	110,144	999,822	-25,003	1,695	1,652	NaN	0,665	0,403	15,610
10:01:05,375	20,294	23,678	23,601	-24,929	23,394	-0,001	24,921	23,779	22,666	23,176	22,982	-24,919	23,029	23,824	23,073	23,069	15,212	17,093	0,988	-0,065	1,057	-5,017	-3,995	-0,055	-4,991	8,497	1,416	1,673	1,119	1,295	1,127	1,069	1,118	1,130	-14997,161	-2499,695	-65,831	1,045	0,780	7,163	4,832	0,538	6,998	16,278	41,233	25,576	23,586	23,853	0,994	8,999	110,473	1003,252	-25,010	1,691	1,652	NaN	0,667	0,402	16,125
10:01:05,875	20,288	23,739	23,560	-24,981	23,445	-0,001	24,894	23,796	22,685	23,157	22,969	-24,832	23,089	23,844	23,054	23,153	15,180	17,139	1,007	-0,042	1,059	-5,017	-3,995	0,003	-4,994	8,500	1,383	1,689	1,121	1,300	1,118	1,081	1,117	1,122	-14998,920	-2499,249	-53,289	1,084	1,011	7,183	4,831	0,528	6,998	16,337	41,261	25,511	23,514	23,843	0,998	8,977	109,844	1000,541	-25,019	1,696	1,652	NaN	0,665	0,405	16,594
10:01:06,375	20,308	23,717	23,603	-24,974	23,457	-0,001	24,820	23,785	22,676	23,110	22,963	-24,931	23,060	23,829	23,069	23,068	15,163	17,078	1,007	-0,034	1,063	-5,017	-3,993	-0,172	-4,992	8,516	1,390	1,674	1,110	1,293	1,126	1,069	1,088	1,140	-15000,824	-2499,111	-58,148	1,071	0,922	7,186	4,901	0,507	6,997	16,340	41,240	25,558	23,571	23,971	1,001	8,994	110,094	1002,629	-25,010	1,697	1,652	NaN	0,665	0,403	17,094
10:01:06,875	20,294	23,753	23,553	-24,940	23,470	-0,001	24,898	23,757	22,664	23,130	22,958	-24,956	23,090	23,824	23,051	23,150	15,158	17,094	1,012	-0,046	1,057	-5,017	-3,988	0,034	-4,992	8,503	1,395	1,692	1,122	1,303	1,122	1,078	1,112	1,128	-15003,143	-2499,448	-69,969	1,061	0,926	7,149	4,818	0,514	6,991	16,295	41,226	25,562	23,564	23,908	1,007	8,967	110,440	998,911	-25,010	1,688	1,651	NaN	0,663	0,402	17,594
10:01:07,344	20,273	23,707	23,576	-24,950	23,462	-0,001	24,997	23,811	22,648	23,136	22,971	-24,917	23,083	23,837	23,083	23,120	15,198	17,091	1,000	-0,051	1,062	-5,017	-3,990	0,054	-4,991	8,512	1,401	1,651	1,120	1,285	1,121	1,077	1,122	1,115	-15000,938	-2499,350	-83,917	1,060	0,782	7,157	4,821	0,532	6,995	16,348	41,169	25,578	23,506	23,785	1,026	8,987	110,242	1003,758	-25,007	1,690	1,652	NaN	0,664	0,404	18,094
10:01:07,844	20,272	23,683	23,607	-24,952	23,483	-0,001	24,884	23,743	22,647	23,141	22,980	-24,919	23,066	23,849	23,042	23,105	15,218	17,067	1,000	-0,053	1,066	-5,018	-3,991	-0,016	-4,991	8,516	1,400	1,676	1,106	1,303	1,127	1,090	1,114	1,131	-15001,895	-2499,233	-60,636	1,056	0,905	7,113	4,828	0,526	6,992	16,280	41,203	25,582	23,507	23,915	0,996	9,018	109,961	997,445	-25,009	1,680	1,651	NaN	0,663	0,404	18,563
10:01:08,344	20,265	23,711	23,616	-24,970	23,444	-0,001	24,967	23,761	22,639	23,108	22,993	-24,902	23,095	23,859	23,052	23,107	15,195	17,112	1,000	-0,059	1,059	-5,017	-4,001	-0,078	-4,992	8,504	1,409	1,674	1,118	1,287	1,134	1,072	1,119	1,115	-14999,276	-2499,634	-41,558	1,046	1,050	7,127	4,824	0,532	6,996	16,362	41,311	25,481	23,477	23,878	1,013	9,033	110,238	1001,231	-25,011	1,683	1,652	NaN	0,667	0,404	19,078
10:01:08,844	20,296	23,738	23,574	-24,948	23,579	-0,001	24,934	23,751	22,672	23,144	22,997	-25,008	23,101	23,837	23,094	23,066	15,238	17,061	1,003	-0,063	1,061	-5,016	-3,994	-0,081	-4,994	8,502	1,399	1,672	1,105	1,312	1,122	1,064	1,115	1,127	-15001,197	-2500,271	-50,598	1,103	0,991	7,149	4,839	0,548	6,987	16,237	41,197	25,498	23,329	23,857	0,876	8,969	110,493	997,159	-25,005	1,688	1,650	NaN	0,662	0,404	19,563
10:01:09,297	20,284	23,716	23,568	-24,967	23,462	-0,001	24,940	23,785	22,663	23,151	22,992	-24,858	23,108	23,809	23,074	23,110	15,235	17,130	1,014	-0,068	1,070	-5,018	-3,990	-0,032	-4,988	8,505	1,420	1,666	1,119	1,303	1,126	1,074	1,126	1,136	-15000,177	-2499,253	-75,435	1,061	0,941	7,122	4,818	0,534	6,987	16,382	41,225	25,543	23,480	23,876	1,000	8,933	110,713	1000,994	-25,008	1,682	1,650	NaN	0,672	0,402	20,063
10:01:09,844	20,275	23,695	23,544	-24,915	23,476	-0,001	24,894	23,765	22,647	23,121	22,946	-24,930	23,080	23,830	23,086	23,137	15,179	17,072	1,010	-0,060	1,058	-5,016	-3,988	-0,013	-4,996	8,502	1,400	1,686	1,116	1,297	1,113	1,089	1,119	1,139	-14998,288	-2500,891	-76,599	1,059	0,944	7,211	4,845	0,520	6,989	16,322	41,239	25,558	23,543	23,815	1,020	8,986	110,683	996,863	-25,001	1,702	1,650	NaN	0,672	0,401	20,531
10:01:10,328	20,282	23,712	23,610	-24,884	23,421	-0,001	24,967	23,800	22,659	23,141	22,998	-24,901	23,052	23,812	23,057	23,119	15,214	17,086	1,007	-0,054	1,044	-5,017	-3,991	0,043	-4,993	8,508	1,401	1,650	1,131	1,284	1,129	1,073	1,113	1,119	-15003,961	-2500,234	-84,241	1,051	0,989	7,258	4,849	0,536	6,996	16,380	41,243	25,613	23,598	23,797	0,992	9,002	108,864	1002,648	-25,006	1,714	1,652	NaN	0,666	0,404	21,063
10:01:10,766	20,321	23,703	23,630	-24,933	23,484	-0,001	24,861	23,760	22,656	23,120	22,951	-24,922	23,067	23,863	23,075	23,080	15,219	17,069	1,019	-0,044	1,061	-5,016	-3,991	-0,011	-4,992	8,510	1,383	1,661	1,122	1,304	1,121	1,093	1,107	1,129	-14999,771	-2499,436	-58,602	1,033	0,895	7,183	4,867	0,534	6,985	16,338	41,238	25,531	23,542	23,861	0,979	8,941	109,652	1002,236	-25,005	1,696	1,649	NaN	0,662	0,406	21,547
10:01:11,236	20,284	23,752	23,624	-24,957	23,553	-0,001	24,885	23,805	22,656	23,154	22,949	-24,936	23,075	23,837	23,096	23,089	15,176	17,072	1,008	-0,052	1,064	-5,018	-3,994	0,009	-4,994	8,502	1,412	1,657	1,121	1,298	1,120	1,075	1,111	1,136	-14998,612	-2499,642	-61,678	1,047	0,827	7,119	4,869	0,559	6,987	16,331	41,185	25,582	23,654	23,853	0,962	9,015	109,514	1004,144	-25,009	1,681	1,650	NaN	0,665	0,405	21,985
10:01:11,625	20,248	23,672	23,573	-24,948	23,443	-0,001	24,710	23,827	22,672	23,134	22,912	-24,843	23,068	23,833	23,129	23,178	15,187	17,091	0,992	-0,058	1,050	-5,017	-3,990	0,039	-4,993	8,501	1,393	1,692	1,109	1,294	1,139	1,078	1,122	1,133	-14999,812	-2498,876	-58,829	1,105	1,053	7,122	4,846	0,527	6,987	16,342	41,258	25,594	23,354	23,783	0,993	9,009	110,714	1003,061	-25,022	1,682	1,650	NaN	0,669	0,403	22,453
10:01:12,111	20,275	23,711	23,656	-24,944	23,435	-0,001	24,806	23,824	22,698	23,166	22,951	-24,735	23,041	23,832	23,126	23,099	15,260	17,109	1,010	-0,054	1,060	-5,017	-3,991	0,030	-4,992	8,497	1,406	1,647	1,121	1,299	1,117	1,080	1,126	1,135	-15000,185	-2499,411	-74,815	1,034	0,944	7,151	4,830	0,519	6,986	16,289	41,230	25,495	23,449	23,845	0,986	8,975	109,802	996,758	-25,010	1,688	1,649	NaN	0,665	0,405	22,844
10:01:12,578	20,284	23,737	23,641	-24,946	23,485	-0,001	24,703	23,786	22,696	23,146	22,872	-25,102	23,040	23,876	23,196	23,157	15,184	17,113	1,012	-0,048	1,058	-5,020	-3,991	-0,060	-4,991	8,510	1,380	1,674	1,115	1,296	1,102	1,085	1,103	1,131	-15001,521	-2499,395	-64,539	1,008	0,993	7,171	4,884	0,530	6,989	16,326	41,254	25,628	23,459	23,715	0,997	8,907	109,420	1004,165	-25,011	1,693	1,650	NaN	0,668	0,405	23,328
10:01:13,063	20,289	23,724	23,677	-24,938	23,428	-0,001	24,914	23,820	22,705	23,156	22,905	-24,916	23,087	23,803	23,186	23,138	15,193	17,103	1,006	-0,050	1,059	-5,015	-3,993	-0,042	-4,992	8,494	1,393	1,679	1,120	1,295	1,131	1,086	1,108	1,155	-15000,062	-2499,801	-55,238	1,057	1,074	7,172	4,878	0,528	6,979	16,313	41,246	25,588	23,589	23,753	1,021	8,980	110,752	1000,078	-25,013	1,693	1,648	NaN	0,667	0,402	23,797
